id_bien,type_voie,VOIE ,surface_carrez,type_local,surface_reel,nb_pieces,id_codedep_codecommune
7987,ALL,DES VAGUES,"55,07",Appartement,56,3,85164
7988,AV,DE BAISSE,"41,16",Maison,42,2,85234
7989,RUE,VICTORIEN SARDOU,"62,86",Appartement,61,1,87085
7990,AV,DE LA PUISAYE,"50,24",Appartement,48,2,89024
7991,RUE,DE LA GAITE,"60,55",Appartement,60,3,91027
7992,RUE,PAUL ELUARD,"79,42",Appartement,78,4,91434
7993,RUE,DU HARAS,"37,93",Appartement,42,2,91570
7994,RUE,ALBERT PEUVRIER,"32,23",Appartement,35,2,91570
7995,RES,CLOS DE VERRIERES,"63,42",Appartement,64,3,91645
7996,RUE,HENRI SAY,"53,71",Appartement,67,3,92004
7997,AV,SAINT JOSEPH,"86,28",Appartement,86,4,92004
7998,RUE,MORTINAT,"16,4",Appartement,18,1,92004
7999,RUE,GEORGES GUYNEMER,"28,76",Appartement,24,2,92004
8000,RUE,SAINT DENIS,"67,12",Appartement,59,3,92012
8001,AV,DE PARIS,"67,23",Appartement,67,3,92020
8002,RUE,BAUDIN,"40,35",Appartement,40,2,92026
8003,AV,PAUL LANGEVIN,"52,62",Appartement,54,3,92032
8004,AV,DE LA MARNE,"18,76",Appartement,20,1,92049
8005,PL,JULES FERRY,"73,79",Appartement,47,2,92049
8006,RUE,DES AMANDIERS,"21,64",Appartement,15,1,92050
8007,ALL,D HONNEUR,"91,56",Appartement,92,5,92071
8008,RUE,MARC SANGNIER,"54,37",Appartement,53,3,92075
8009,AV,DES PERDRIX,"81,69",Maison,80,4,93047
8010,RUE,DE PARIS,"44,51",Appartement,44,3,93048
8011,ALL,DE LA NOISERAIE,"35,4",Appartement,35,1,93051
8012,RUE,PARMENTIER,66,Maison,50,3,93053
8013,RUE,LA RENAISSANCE FRANCAISE,"58,23",Appartement,59,2,93053
8014,AV,DU GENERAL LECLERC,"66,2",Appartement,67,4,93055
8015,AV,THIERS,"74,67",Appartement,76,4,93062
8016,RUE,DU LANDY,"38,62",Appartement,38,2,93070
8017,RUE,PIERRE BROSSOLETTE,"93,92",Appartement,93,5,93073
8018,ALL,COURT SAINT ETIENNE,"43,28",Appartement,43,2,93074
8019,RUE,JEAN RENAUDIE,"41,89",Appartement,42,2,93079
8020,RUE,DU RIDDER,"42,71",Appartement,30,1,94003
8021,AV,CLAUDE DEBUSSY,"73,8",Appartement,74,4,94019
8022,AV,VILLENEUVE ST GEORGES,"32,96",Appartement,33,2,94022
8023,AV,LEON GOURDAULT,"60,86",Appartement,60,3,94022
8024,SQ,BENJAMIN MOLOISE,"45,9",Appartement,45,2,94028
8025,RUE,DANIELLE CASANOVA,"75,01",Appartement,76,4,94033
8026,BD,DE BRANDEBOURG,"17,75",Appartement,17,1,94041
8027,RUE,DU HUIT MAI 1945,"66,03",Appartement,63,3,94079
8028,RUE,DE LA JARRY,"50,33",Appartement,50,3,94080
8029,AV,EMELIE,"66,45",Appartement,66,3,95176
8030,ALL,DES TROENES,"53,44",Appartement,52,3,95199
8031,RUE,DE LA COUSSAYE,"50,06",Appartement,43,3,95210
8032,RUE,DES ACACIAS,"51,12",Appartement,49,2,95268
8033,,LES PARQUETS,"68,8",Appartement,54,2,95313
8034,AV,CAMILLE SAINT SAENS,"46,91",Appartement,47,2,95323
8035,ALL,DU VEXIN,"117,5",Maison,119,5,95388
8036,RUE,PIERRE CURIE,"61,62",Appartement,61,3,95427
8037,RUE,GAMBETTA,"74,42",Appartement,74,5,95680
8038,RES,PRINCIPAUTE,"17,1",Appartement,18,1,972209
8039,RUE,PAUL AQUIOUPOU,"39,75",Appartement,45,2,973304
8040,RUE,DE L EST,"83,43",Appartement,82,3,974411
8041,RUE,DES PANIERS,"41,28",Appartement,42,2,974411
8042,IMP,DU SAUGY,"70,53",Appartement,71,3,1281
8043,RTE,DE DIVONNE,"134,17",Appartement,136,4,1436
8044,RUE,FONT CHAUDE,"136,86",Appartement,44,2,4209
8045,BD,DU VAL CLARET,"84,29",Appartement,85,4,6004
8046,CHE,DE RABIAC ESTAGNOL,"32,46",Appartement,30,2,6004
8047,RUE,SCUDERI,"36,48",Appartement,40,4,6048
8048,RUE,DE LA PREFECTURE,"15,9",Appartement,15,1,6088
8049,RUE,DE LA PREFECTURE,"6,67",Appartement,15,1,6088
8050,BD,GAMBETTA,"29,02",Appartement,29,1,6088
8051,RUE,MIRON,"13,55",Appartement,14,1,6088
8052,BD,MANTEGA RIGHI,"68,36",Appartement,69,3,6088
8053,PROM,DES ANGLAIS,"29,72",Appartement,24,2,6088
8054,AV,WINSTON CHURCHILL,"130,6",Appartement,46,2,6104
8055,AV,DE LA PLAGE,"28,95",Appartement,32,1,6104
8056,RUE,VICTOR HUGO,"79,07",Appartement,78,4,6104
8057,MRN,BAIE DES ANGES DUCAL,"18,5",Appartement,20,1,6161
8058,RUE,ANDRE CARABALONA,"103,21",Maison,92,3,6163
8059,ALL,DES ONDINES,"119,42",Appartement,116,4,7102
8060,CRS,DU PALAIS,"35,12",Appartement,36,2,7186
8061,,LES TOITS DE LA POUNCHE,"76,3",Maison,79,4,13002
8062,CHE,DES PASSONS,"109,3",Appartement,108,4,13005
8063,AV,PIERRE ROVARCH,"76,15",Appartement,73,3,13028
8064,PL,DES MARTYRS,"84,5",Appartement,105,4,13046
8065,RUE,DES RECOLETTES,"28,54",Appartement,31,1,13201
8066,RUE,PIERRE BELLOT,"58,71",Appartement,69,3,13201
8067,ALL,LEON GAMBETTA,"103,12",Appartement,91,3,13201
8068,AV,SAINT JEAN,"35,97",Appartement,37,1,13202
8069,RUE,BERNARD,"36,18",Appartement,38,2,13203
8070,RUE,DE VERSAILLES,"44,45",Appartement,38,2,13203
8071,AV,MAL FOCH,"121,4",Appartement,138,6,13204
8072,RUE,ALEXIS CARREL,"35,97",Appartement,37,2,13204
8073,RUE,MARX DORMOY,"51,41",Appartement,48,2,13204
8074,RUE,SAINT PIERRE,"54,85",Appartement,54,3,13206
8075,RUE,PARADIS,"31,67",Appartement,33,1,13208
8076,BD,DES CEDRES,"97,95",Appartement,73,4,13209
8077,BD,DE LA MILLIERE,"36,1",Appartement,40,1,13211
8078,BD,DE LA COMTESSE,"27,53",Appartement,26,1,13212
8079,IMP,DU GAROU,"92,09",Appartement,93,5,13213
8080,AV,CLAUDE MONET,"62,4",Appartement,62,3,13214
8081,RUE,DE LASSAY,"29,34",Appartement,30,2,14079
8082,RUE,NOTRE DAME,"62,69",Appartement,80,3,14333
8083,RUE,VICTOR HUGO,"55,88",Appartement,65,3,14715
8084,RUE,NOTRE DAME,"112,84",Appartement,111,5,22070
8085,RUE,DE LA CHANTRERIE,"41,5",Appartement,45,2,22362
8086,,COTE DE RAVAT,"46,66",Appartement,47,2,24520
8087,,LES PLANTADES,"85,26",Appartement,86,4,26235
8088,RUE,JACQUEMART,"13,36",Appartement,49,2,26281
8089,RUE,PETITE RUE NEUVE,"75,47",Appartement,77,3,26281
8090,BD,VOLTAIRE,"80,5",Appartement,70,3,26281
8091,RUE,JACQUELINE DOMERGUE,"61,73",Appartement,62,4,29232
8092,RUE,DE MONTSEGUR,"115,98",Appartement,129,3,30133
8093,RTE,DES MARINES,"26,93",Appartement,26,1,30133
8094,RUE,ESCOUSSIERES MONTGAILLARD,"17,78",Appartement,23,1,31555
8095,BD,DE LA PLAGE,"50,08",Appartement,50,2,33005
8096,RUE,BILLAUDEL,"57,78",Appartement,62,3,33063
8097,RUE,LAPORTE CAUD,"62,18",Appartement,69,4,33063
8098,RUE,ARMAND DANEY,"47,69",Appartement,48,2,33199
8099,AV,DU MAL DES LOGIS GARNUNG,"34,05",Appartement,37,2,33214
8100,LOT,LES ALLEES FORESTIERES,"114,34",Maison,117,4,33236
8101,AV,DE NOES,"68,34",Appartement,72,4,33318
8102,RUE,MICHELE PERREIN,"50,58",Appartement,50,3,33352
8103,RUE,DE LA MAISON DES JEUNES,"62,53",Appartement,63,3,33519
8104,QUAI,DE LA TRIREME,"18,31",Appartement,20,1,34003
8105,RES,LE SAGITTAIRE,"18,39",Appartement,18,1,34023
8106,CHE,DES MEUNIERES,"32,65",Appartement,33,2,34145
8107,RUE,CAPITAINE DAVID,"40,45",Appartement,38,2,34199
8108,RUE,PIERRE SEMARD,"45,16",Appartement,45,2,34301
8109,BD,DE LA LIBERTE,"43,92",Appartement,43,1,35236
8110,RUE,DE CHATEAUDUN,"22,64",Appartement,23,1,35238
8111,RUE,SAINT HELIER,"77,5",Appartement,78,2,35238
8112,RUE,DE L'ABBE PIERRE,"58,2",Appartement,56,3,35278
8113,PAS,DES LOTUS,"67,87",Appartement,68,3,35288
8114,RUE,ROGER METTE,32,Appartement,32,2,35288
8115,AV,ANDRE MAGINOT,"67,23",Appartement,67,3,37261
8116,AV,DAVALLET,"18,27",Appartement,54,2,38006
8117,BD,MAL FOCH,"73,9",Appartement,77,4,38185
8118,CHEM,DE LAGROUNE,"132,45",Maison,132,4,40004
8119,AV,JEAN ROSTAND,"59,67",Maison,58,3,40065
8120,BD,DE POYUSAN,"102,83",Appartement,103,4,40088
8121,RUE,DES MERLES,"94,26",Appartement,94,4,40133
8122,RES,DOMAINE GOLF DE PINSOLLE,"31,52",Appartement,31,2,40310
8123,RUE,EMILE REYMOND,"107,85",Appartement,107,4,42005
8124,RUE,DU HUIT MAI,"39,3",Appartement,42,2,42094
8125,PL,MARGUERITE GONON,"102,42",Appartement,107,4,42127
8126,RTE,DE SAINT ETIENNE,"70,5",Appartement,70,1,42149
8127,RUE,JEAN JAURES,"25,68",Appartement,25,1,42187
8128,RUE,DES ECOLES,"73,83",Appartement,74,3,42302
8129,RUE,PASTEUR,"54,91",Appartement,57,2,44087
8130,AV,DU LITTORAL,"22,95",Appartement,22,1,44132
8131,RUE,DE CAHORS,"66,74",Appartement,67,3,44162
8132,RUE,KLEBER,"52,69",Appartement,53,3,45068
8133,RUE,DES ARMENAULT,"60,48",Appartement,60,3,45284
8134,RUE,DE VILLESERIN,"84,74",Appartement,90,3,45308
8135,,MAYNEOU,"28,72",Appartement,28,2,47052
8136,AV,DU MARECHAL FOCH,198,Appartement,100,5,48080
8137,RUE,ST LAZARE,"35,65",Appartement,36,2,49007
8138,COUR,DES ECHELLES,"50,65",Appartement,52,2,51454
8139,RUE,VICTOR PROUVE,38,Appartement,38,1,54395
8140,RUE,MARC RATY,88,Maison,84,5,54493
8141,RUE,DE LA FONTAINE,"42,23",Appartement,42,2,56055
8142,AV,DES NAIADES,"33,24",Appartement,32,1,56186
8143,ALL,VAUBAN,"31,59",Appartement,31,1,59009
8144,RUE,JEAN DE LANNOY,"45,55",Appartement,46,2,59332
8145,RUE,JULES GUESDE,105,Appartement,85,3,59367
8146,RUE,PIERRE SAUVAGE,"71,19",Appartement,161,4,60159
8147,RES,LE HAMEAU DU PAR,"42,53",Appartement,36,3,66171
8148,RTE,DE GENAS,"53,43",Appartement,53,2,69029
8149,RUE,LORTET,"29,53",Appartement,30,3,69149
8150,RUE,NATIONALE,"66,07",Appartement,66,3,69264
8151,RUE,CONSTANTINE,"37,6",Appartement,162,6,69381
8152,CHE,DES FINS NORD,"60,21",Appartement,62,3,74010
8153,RTE,DE LA GLIAT,"20,01",Appartement,24,2,74215
8154,RUE,SAINT HONORE,"31,24",Appartement,33,1,75101
8155,RUE,TIQUETONNE,"98,12",Appartement,98,3,75102
8156,RUE,DU TEMPLE,"12,83",Appartement,13,1,75103
8157,RUE,DE BOURGOGNE,"112,5",Appartement,110,4,75107
8158,RUE,ST DOMINIQUE,"101,52",Appartement,75,4,75107
8159,AV,DE LA BOURDONNAIS,"76,49",Appartement,78,3,75107
8160,RUE,BOULLE,"43,27",Appartement,36,2,75111
8161,RUE,SEDAINE,"36,44",Appartement,35,2,75111
8162,RUE,IMMEUBLES INDUSTRIELS,"89,76",Appartement,95,3,75111
8163,AV,DAUMESNIL,"75,62",Appartement,72,4,75112
8164,RUE,DE LA SABLIERE,"19,08",Appartement,19,1,75114
8165,RUE,DE RIDDER,"46,26",Appartement,40,2,75114
8166,RUE,FRANCOIS BONVIN,"23,37",Appartement,24,1,75115
8167,AV,EMILE ZOLA,"41,03",Appartement,43,1,75115
8168,RUE,SARASATE,"52,02",Appartement,48,3,75115
8169,RUE,LE SUEUR,"71,93",Appartement,71,3,75116
8170,RUE,BERZELIUS,"50,83",Appartement,50,3,75117
8171,VLA,DAMREMONT,"33,09",Appartement,28,2,75118
8172,RUE,DE MEAUX,"17,3",Appartement,18,1,75119
8173,RUE,PIAT,"15,02",Appartement,15,1,75120
8174,RUE,PIAT,"13,25",Appartement,19,1,75120
8175,RUE,CHARLES FRIEDEL,"13,53",Appartement,14,1,75120
8176,RUE,ORFILA,"27,61",Appartement,28,1,75120
8177,RUE,SYLVESTRE DUMESNIL,"89,28",Appartement,89,3,76647
8178,AV,MARIE CURIE,"33,25",Appartement,33,1,77058
8179,ALL,DES CHARMILLES,"96,92",Appartement,102,5,77083
8180,RUE,DE LA BELLE ILE,"89,09",Maison,89,4,77108
8181,RUE,DE L EGLISE,"39,02",Appartement,45,3,77118
8182,AV,GASTELLIER,"66,67",Appartement,66,3,77131
8183,RUE,GRANDE,"35,61",Appartement,35,2,77186
8184,RUE,DE L ECLUSE,"87,18",Appartement,92,5,77288
8185,RUE,JEAN JAURES,131,Maison,100,5,77327
8186,ALL,GASTON DEFFERRE,"51,92",Appartement,51,2,77468
8187,RUE,GEORGES BOURGOIN,72,Appartement,67,3,78005
8188,RUE,DES SOURCES,"96,67",Maison,95,5,78005
8189,RUE,PERNOTTE,"66,69",Maison,67,4,78090
8190,RUE,COUPE,"22,29",Appartement,46,1,78160
8191,RUE,TRISTAN BERNARD,"53,68",Appartement,54,3,78165
8192,AV,DU MARECHAL FOCH,"76,3",Appartement,69,4,78172
8193,RUE,DESIRE CLEMENT,"62,27",Appartement,62,3,78172
8194,VC,LES NOUVEAUX HORIZONS,"105,31",Appartement,106,5,78208
8195,RUE,DES ROUGON MACQUART,"67,66",Appartement,68,3,78297
8196,,RES PARC DU CHATEAU,"79,78",Appartement,83,4,78350
8197,RUE,DE LA FERRONNERIE,"70,42",Appartement,69,3,78490
8198,AV,DU VAL NOTRE DAME,"61,85",Appartement,52,2,78586
8199,AV,DE L EUROPE,"77,62",Appartement,72,3,78640
8200,GR,GRANDE RUE,"39,2",Appartement,39,2,78642
8201,RUE,D ANJOU,"31,3",Appartement,33,2,78646
8202,RUE,ALBERT JOLY,"16,85",Appartement,17,1,78650
8203,PROM,JULES NOIRET,"56,76",Appartement,70,3,80228
8204,,LES MARINES DE COGOLIN,"59,63",Appartement,65,3,83042
8205,,LES MARINES DE COGOLIN,"43,65",Appartement,46,2,83042
8206,RUE,DU MOULIN A HUILE,"81,04",Appartement,90,2,83091
8207,HAM,DE TAMARIS,19,Appartement,19,1,83126
8208,BD,DE CABRY,"47,24",Appartement,50,2,83129
8209,RUE,FELIX BANETTE,"31,75",Appartement,30,2,83137
8210,,ENGOUVINS ARBOUSIERS,"69,28",Appartement,67,3,83144
8211,CHE,DU GATY,"47,43",Appartement,48,2,85128
8212,RUE,DE LA GUILLOTIERE,"43,1",Maison,46,2,85164
8213,RUE,DE LA GARENNE,"70,97",Maison,73,3,85234
8214,RES,LES BOSQUETS II,"30,36",Appartement,31,2,85288
8215,RUE,ELISEE RECLUS,"80,46",Appartement,81,4,87085
8216,ALL,LOUIS LEPRINCE RINGUET,"37,85",Appartement,36,1,87085
8217,AV,DE CLERMONT,"41,63",Appartement,39,2,87161
8218,BD,DE L HOTEL DE VILLE,"7,1",Appartement,70,3,87187
8219,RUE,DES MINIMES,35,Appartement,36,2,88160
8220,AV,DU 18 AVRIL,"30,36",Appartement,22,1,91027
8221,RUE,DE LA DIVISION LECLERC,"75,38",Appartement,72,4,91216
8222,RUE,HOCHE,"28,94",Appartement,28,1,91326
8223,BD,DE BRETAGNE,"31,2",Appartement,30,1,91345
8224,RUE,DU PARADIS,"42,3",Appartement,42,2,91347
8225,AV,DE GANAY,"27,45",Appartement,30,1,91405
8226,RUE,GRANDE RUE,"71,8",Appartement,71,3,91665
8227,CHE,DES SABLONS,"79,62",Appartement,76,3,91665
8228,AV,DE SEQUIGNY,65,Appartement,65,3,91667
8229,RUE,DU CAPITAINE FERBER,"86,01",Maison,85,4,91687
8230,RUE,DES MORTEAUX,"27,4",Appartement,28,1,92002
8231,RUE,DU GENERAL MANGIN,"35,12",Appartement,34,2,92004
8232,RUE,DES BAS,"23,42",Appartement,30,1,92004
8233,RUE,DENFERT ROCHEREAU,"80,1",Appartement,99,3,92012
8234,AV,DU BOIS,"77,2",Appartement,76,4,92019
8235,RUE,BAUDIN,"97,01",Appartement,31,4,92026
8236,RUE,JEAN MOULIN,"52,35",Appartement,38,2,92026
8237,SQ,HENRI REGNAULT,"73,31",Appartement,70,3,92026
8238,RUE,DE PARIS,"62,53",Appartement,62,3,92048
8239,RUE,SADI CARNOT,"87,03",Appartement,86,4,92050
8240,AV,PASTEUR,"51,74",Appartement,52,2,92075
8241,AV,DU HUIT MAI 1945,"59,41",Appartement,60,4,93007
8242,RUE,DE VARSOVIE,"57,88",Appartement,58,3,93010
8243,RUE,DE LA FRATERNITE,"48,93",Appartement,45,2,93048
8244,RUE,PAUL ET CAMILLE THOMOUX,"46,66",Appartement,50,2,93050
8245,AV,JEAN LOLIVE,"67,8",Appartement,67,3,93055
8246,AV,POTIER,100,Appartement,60,4,93059
8247,ALL,GAMBETTA,"19,6",Appartement,20,2,93062
8248,AV,MICHELET,"64,25",Appartement,61,3,93070
8249,RUE,ETIENNE DOLET,"56,02",Appartement,48,3,94002
8250,RUE,BERTHOLLET,"44,04",Maison,47,4,94003
8251,AV,DU GENERAL LECLERC,"27,85",Appartement,27,1,94015
8252,RUE,RASPAIL,"73,87",Appartement,68,2,94016
8253,SEN,NOUE DU TEMPS DES CERISES,"66,42",Appartement,67,3,94034
8254,,RES DE TOURVOIE,"70,45",Appartement,63,4,94034
8255,ALL,DES FAUVETTES,"98,77",Maison,90,5,94044
8256,RUE,BAUYN DE PERREUSE,"33,52",Appartement,33,1,94052
8257,RUE,VASSAL,"19,64",Appartement,20,1,94068
8258,AV,GABRIEL PERI,"60,81",Appartement,58,3,94068
8259,RUE,DE LA CAVETTE,"40,73",Appartement,40,2,94070
8260,BD,DE LA LIBERATION,"54,49",Appartement,55,2,94080
8261,RUE,LOUIS BESQUEL,"93,26",Appartement,96,4,94080
8262,RUE,DE CHAMBLY,"94,15",Maison,92,5,95134
8263,RUE,DES THERMES,"84,87",Appartement,85,4,95210
8264,RTE,DE FRANCONVILLE,"34,54",Appartement,34,1,95219
8265,RUE,PAUL ELUARD,"62,69",Appartement,62,3,95219
8266,RUE,DES CHESNEAUX,"62,94",Appartement,62,3,95428
8267,RUE,HENRI DUNANT,"91,28",Appartement,92,5,95500
8268,,LA DESIRADE,"90,71",Maison,103,4,972213
8269,RTE,DES EUCALYPTUS      LA MTA,"109,87",Appartement,119,4,974411
8270,CHE,DES PECHERS,"37,8",Appartement,38,2,974411
8271,CHE,DE BOIS ROUGE,"67,42",Appartement,59,3,974411
8272,RUE,DE PRE BAILLY,"50,33",Appartement,50,2,1173
8273,RUE,MASONOD,"77,3",Appartement,75,4,1185
8274,RUE,DU DOCTEUR GREZEL,"107,61",Appartement,106,5,1269
8275,MAIL,DU NEUTRINO,"71,43",Appartement,70,3,1313
8276,RUE,DE CHAMP FUSY,"30,62",Appartement,31,1,1354
8277,RUE,DU CHAMP BOUILLANT,"49,33",Appartement,48,2,2722
8278,AV,MARCEL ANDRE,"33,8",Appartement,41,2,4088
8279,ALL,DES AVETTES,"82,37",Maison,79,5,4112
8280,,SAINT PIERRE,"90,75",Appartement,87,4,4205
8281,ESP,DESPIERRE,"17,34",Appartement,17,1,5177
8282,ALL,AICARDI HUBERT,"55,76",Appartement,35,1,5177
8283,RTE,DE NICE,"45,42",Appartement,46,2,6004
8284,BD,JAMES WYLLIE,"31,31",Appartement,32,1,6004
8285,AV,DE GRASSE,"31,03",Appartement,28,2,6027
8286,CHE,GARIBONDY,"51,6",Appartement,46,2,6030
8287,BD,MARECHAL LECLERC,"35,43",Appartement,30,2,6069
8288,,FRONT DE NEIGE,"17,74",Appartement,18,1,6073
8289,AV,DES ANCIENS COMBATTANTS,"28,77",Appartement,31,1,6079
8290,BD,DE CESSOLE,"44,49",Appartement,25,1,6088
8291,BD,FRANCK PILATTE,"104,48",Appartement,100,4,6088
8292,BD,JOSEPH GARNIER,"68,39",Appartement,75,3,6088
8293,BD,CARLONE,"17,04",Appartement,18,1,6088
8294,CHE,DE L ARBRE,"25,75",Appartement,25,2,6149
8295,BD,NAPOLEON III,"51,44",Appartement,60,2,6159
8296,BD,GAMBETTA,"52,8",Appartement,47,2,7019
8297,RUE,HENRI DUNANT,"57,17",Appartement,53,3,7102
8298,RUE,DE LA MIRANDOLLE,"68,69",Appartement,71,3,9122
8299,RUE,VILLON,"44,32",Appartement,44,2,10343
8300,RUE,DE LA VISITATION,"28,17",Appartement,28,2,10387
8301,RUE,DE LA VISITATION,28,Appartement,28,2,10387
8302,RES,APHRODITE LA VOIE D'EAU,"14,88",Appartement,15,1,11202
8303,RUE,DU PONT,"72,88",Appartement,70,3,13086
8304,,LE REPOS,"32,71",Appartement,40,2,13086
8305,BD,GARIBALDI,"100,24",Appartement,105,3,13201
8306,RUE,JEAN DE BERNARDY,"43,6",Appartement,42,1,13201
8307,RUE,D ISOARD,"16,61",Appartement,16,1,13201
8308,AV,CAMILLE PELLETAN,"40,04",Appartement,37,2,13202
8309,RUE,MAZENOD,"56,78",Appartement,56,2,13202
8310,BD,DE PARIS,"64,64",Appartement,65,3,13203
8311,RUE,ORAN,"29,91",Appartement,30,1,13204
8312,RUE,DES BONS ENFANTS,31,Appartement,35,1,13206
8313,RUE,DE LA PAIX MARCEL PAUL,"21,68",Appartement,23,1,13206
8314,AV,DE LA CORSE,"77,79",Appartement,92,3,13207
8315,AV,JULES CANTINI,"90,67",Appartement,84,5,13208
8316,CITE,LE CORBUSIER,31,Appartement,31,1,13208
8317,BD,DU REDON,"83,7",Appartement,91,5,13209
8318,SQ,LA CRAVACHE,"51,21",Appartement,51,3,13209
8319,AV,COROT,"48,89",Appartement,49,2,13213
8320,BD,DU CDT FINAT DUCLOS,"35,85",Appartement,31,2,13214
8321,RES,DEAUVILLE,"28,87",Appartement,29,2,17094
8322,RUE,DE LA COMEDIE,"37,85",Appartement,42,2,17415
8323,AV,DES COMBATTANTS,"31,27",Appartement,31,1,22136
8324,RUE,PIERRE SEMARD,"48,54",Appartement,48,2,22278
8325,,CHAMP DE MARSICOU,130,Appartement,98,4,24053
8326,AV,COMMANDANT MARCEAU,"63,81",Appartement,68,3,25056
8327,RUE,AUGUSTE COMTE,"117,67",Maison,117,5,26362
8328,RUE,DES CHANGES,"93,69",Appartement,92,4,28085
8329,AV,DE L'EUROPE,"58,41",Appartement,58,3,28110
8330,RES,VALLE SERENA,"102,18",Appartement,94,4,2A004
8331,RUE,POZZO DI BORGO,45,Appartement,35,1,2A004
8332,,TAMARICCIO,"26,17",Maison,22,1,2A017
8333,,DICCIPPOLO,"80,82",Appartement,89,3,2A288
8334,RUE,DE L ASPIC,"34,87",Appartement,37,1,30189
8335,RUE,DE L HORLOGE,"20,49",Appartement,20,1,30189
8336,ALL,ANNE FRANK,"67,15",Appartement,67,3,30189
8337,AV,HENRI MARTIN,"40,49",Appartement,40,2,31149
8338,RUE,ASSALIT,"53,61",Appartement,53,2,31555
8339,IMP,DE LA BARAQUETTE,"67,81",Appartement,67,3,31555
8340,BD,LAZARE CARNOT,"70,37",Appartement,75,2,31555
8341,AV,JEAN RIEUX,"63,77",Appartement,63,3,31555
8342,RUE,CLAUDE GONIN,"63,94",Appartement,64,3,31555
8343,RUE,VICTOR LOUIS LIOTARD,"17,34",Appartement,14,1,33063
8344,RUE,JUDAIQUE,"50,87",Appartement,51,2,33063
8345,VGE,ARTS ET VIE,"24,92",Appartement,25,2,33097
8346,AV,WINSTON CHURCHILL,"70,93",Appartement,68,4,33281
8347,RUE,DE LA VENE,"54,46",Maison,63,2,34024
8348,RUE,DE SICILE,"148,04",Maison,108,6,34172
8349,AV,DU PROFESSEUR LOUIS RAVAS,"65,16",Appartement,72,4,34172
8350,RUE,FRANCIS LOPEZ,"55,15",Appartement,57,2,34172
8351,AV,FRANCOIS MITTERRAND,"43,9",Appartement,44,2,35055
8352,ALL,BARBARA,"66,6",Appartement,66,3,35281
8353,RUE,DE L ISERE,"60,87",Appartement,57,2,38185
8354,RUE,PAUL JANET,"41,34",Appartement,40,1,38185
8355,RUE,DU TAILLEFER,"97,23",Appartement,96,4,38516
8356,,PAS DE LES AMNES,"37,69",Appartement,38,2,40046
8357,RUE,MODIGLIANI,"71,68",Appartement,74,3,40046
8358,ALL,DES CHEVREUILS,"79,36",Maison,79,4,40284
8359,AV,DES FAISANS,"67,45",Appartement,68,3,40284
8360,RES,LA SABLEYRE,"41,44",Appartement,41,2,40296
8361,RUE,DE LA GARE,62,Maison,60,3,41128
8362,MAIL,DU MAL LECLERC,"61,36",Appartement,54,3,41269
8363,RUE,JOSEPH SOUTEYRAT,"54,6",Appartement,80,3,42099
8364,CHE,TREVE RAISIN,"63,16",Appartement,64,2,42170
8365,RUE,GAMBETTA,"80,8",Appartement,85,3,42189
8366,RUE,BABONEAU,"191,3",Maison,181,7,44109
8367,RUE,DU CORPS DE GARDE,"49,16",Appartement,49,2,44109
8368,BD,DES BELGES,"26,87",Appartement,27,1,44109
8369,RUE,ARISTIDE BRIAND,"80,52",Appartement,80,3,44184
8370,BD,VICTOR HUGO,"34,49",Appartement,36,2,44184
8371,RUE,DU CHAPEAU BERGER,"32,4",Appartement,38,1,44215
8372,RUE,THEOPHILE GAUTIER,"101,52",Maison,103,4,45234
8373,RUE,DE CRIMEE,"56,36",Appartement,59,3,49007
8374,AV,JEAN XXIII,"28,26",Appartement,28,1,49007
8375,RTE,DU HUTREAU,"37,91",Appartement,42,2,49278
8376,RUE,MARECHAL LEFEBVRE,"65,05",Appartement,65,3,53130
8377,RUE,D'OZERAILLES RES.SQ.GALLE,"43,69",Appartement,43,2,54184
8378,RES,PLANCHE EPINOY,"66,3",Appartement,69,3,59163
8379,RUE,BASSE,"103,52",Appartement,90,3,59350
8380,RES,DU PARC DU CHATEAU,"48,9",Appartement,50,2,59360
8381,BD,GEORGES CLEMENCEAU,"42,78",Appartement,42,2,59378
8382,AV,JULIEN LAGACHE,"58,62",Appartement,60,3,59512
8383,RUE,DU GENERAL LECLERC,"59,3",Appartement,40,2,59599
8384,RUE,DE CONSTANTINE,"43,2",Appartement,41,2,59599
8385,RUE,ARTHUR BUYSE,"54,67",Appartement,55,2,59646
8386,RUE,D AGINCOURT,"79,61",Appartement,82,4,60057
8387,ALL,COLETTE,"50,73",Appartement,51,3,60175
8388,RTE,DE SAINT OMER,41,Appartement,50,3,62758
8389,RUE,DES HIRONDELLES,"74,89",Maison,75,4,66037
8390,RUE,DE PARIS,"55,8",Appartement,62,3,69010
8391,CHE,DU CHARROI,"114,68",Maison,100,4,69034
8392,BD,DES PROVINCES,"68,05",Appartement,72,4,69202
8393,RUE,DU VINGTAIN,"26,63",Appartement,27,1,69202
8394,AV,GEN LECLERC,"35,78",Appartement,19,1,69286
8395,RUE,DE L ANNONCIADE,"25,43",Appartement,15,1,69381
8396,RUE,TOURRET,"45,56",Appartement,46,2,69381
8397,PL,MARCEL BERTONE,"52,39",Appartement,60,2,69384
8398,RUE,CARNOT,"60,07",Appartement,48,2,74010
8399,CHE,DE L ESSERT,53,Appartement,53,2,74090
8400,ALL,DE LA THIOLLYRE,"68,26",Appartement,68,3,74311
